,Unnamed: 0,index,date,user,item,review_rating,review_text,review_length,has_references,prediction,answers
133,133,439383,2011-06-22,70rUrXpxQeU2Ban7oJiN3g,ebe-ye-yie-bronx,5.0,"If you've noticed some of my most recent reviews, this is just the latest in a string of 5-star ratings, yeah again in New York City.  At this point, you are either thinking that I've been living in a desolate rock my whole life and just discovering the world, that my NYC birthright, by default, means that everything in NYC is 5-stars as the ""greatest city in the world""* or that we were just on a roll.  Not going to lie, we were batting 1.000 all weekend-- and none of us took any steroids either! I've never had Ghananian food, and I'm guessing that most of you probably haven't either.  We were with a mutual friend, who actually studied in Ghana for a semester abroad, who informed me that there's a community in the Bronx and also in DC as far as pockets of people from Ghana go, which is true.  Apart from being in West Africa, the rest that I knew about it came from their amazing World Cup run last year. The best way to sum this up, is that those who are searching for the exotic, should definitely come here.  They don't have a printed menu, but you can simply point to the different things you can choose to eat.  I had a mixture of yellow rice, chicken/beef and cow foot, all food that we also eat in Trinidad, where my parents are from.  However, I don't regularly eat cow's foot, so this was a rather exotic experience for myself as well.  It was definitely interesting and though I can't say I would have it regularly, it's not as bad as you might imagine. To lay it out like this: maybe if you're on a casual, low-key date, and you're with a girl who would be interested and open to trying something exotic, this would be perfect.  Otherwise, there's plenty of McDonalds in the Bronx too, I guess.  While this was the first time in about 8 years that I have been back in the Bronx, I'd say that it was a trip well worth it and I would say that this place made this weekend trip to New York City worthwhile...and it was only Saturday afternoon.",370,0,0,"No reference. The review describes a personal experience, compares the food to what the reviewer eats at home (Trinidad), and references a friend's experience in Ghana. There are no mentions of other reviews or Yelp itself."
134,134,1018229,2013-09-15,PqP21Th5vGcj6sdQKbCnmQ,the-burger-guru-brooklyn,1.0,"Short version: I've never given such a low rating to a restaurant in Williamsburg. The owner was rude to our party of 4 on two occasions, and we waited about 15 minutes to be approached by our server. Once we did order, we received our appetizers after 15 minutes, and our beer after 20 minutes. The only part I actually enjoyed was the fact the the patty of the burger was indeed of high quality. Long version: 1) The restaurant is divided into two sections (seems like two neighboring establishments combined into one). The second room is fully open with a view on the street. We saw a couple of tables available, and went to the entrance of the restaurant to try and grab a seat. We were greeted by the owner, who told us it's not possible to get a table in the second room because he has a large party. We decided to leave (because we didn't like the atmosphere in the first room) , and momentarily were chased down by one of the servers telling us he found us a table. As we entered the second room, we realized that the owner was dishonest about the seat availability, as well as the fact that there wasn't a single party, but different groups of people.   2) The second problem was the long wait time I've mentioned in the short version. It shouldn't take 20 minutes to prepare a pitcher of beer.   3) One of the members of our party attempted to find the restroom. It's located in the area between the two rooms, where the kitchen is located; It's a bit confusing. As she was standing there the owner approached her and asked her what she was looking for. She told him she was looking for the restroom, to which he responded ""you shouldn't look for the bathroom, and you should have walked in through the main entrance"". I understand that maybe he thought she came off the street to use the restroom, but if you have a terrible field vision within the vicinity of your own business, maybe you should not automatically assume that your PAYING CUSTOMER who's been sitting in your establishment for close to an hour is someone off the street.",376,0,0,No reference. # The review solely describes the user's experience and doesn't mention or refer to other reviews or the review platform itself.
135,135,1504425,2014-12-18,A6T8eKxB5JXucopgebKP2A,kumo-sushi-new-york-2,1.0,Fish was sub-par. Could tell it was week old due to the slimy and chewing texture of the fish. Flies flying all over the place and directly onto our plates...disgusting. Def would not recommend to a friend.,37,0,0,No reference. # The review solely describes a negative personal experience and doesn't mention other reviews or Yelp.
136,136,1248808,2014-05-13,glQ7D8yQYnniDd5s9iESqw,lusardis-new-york,3.0,Went for my dad's birthday. Was hoping for better. All the dishes were over salted and a bit over cooked. A bit disappointed.,23,0,0,No reference. # The review solely describes the personal experience and doesn't mention or allude to other reviews or the Yelp platform itself.
137,137,213025,2010-02-22,M8DWB0oq8LfNDe4OzG4OBQ,sala-one-nine-new-york,4.0,"Sala was stop #1 on my birthday weekend extravaganza. My mom, aunt and sisters decided to come to the city for a night of fun. After realizing most places were booked we ended up going to Sala. The food was great, drinks were strong, and service was perfect. For food we tried at least 10 different options, but the ones that stick out the most were the dates, and the cheese with honey. Amazing. Because they didn't have two of the options we had initially selected, the waiter was nice enough to give us a complimentary 2nd serving of the dates since we loved them so much. We definitely got a bit loud as the night progressed and he put up with us with a smile. The sangria was STRONG. So strong that I can only remember the dessert they brought me for my bday was delicious- I can't remember what it was. When it was time to pay my mom and aunt didn't realize they had tipped the waiter three times (damn sangria), but instead of pocketing it he kindly gave it back to them. Good for a group, or a date if you're seated in the front which is a little quieter and cozier.",206,0,0,No reference. # The review solely describes the personal experience and doesn't mention or refer to any other reviews or ratings.
138,138,811533,2013-01-13,oKo_Y4_huwvNdV9wuwyFPg,black-swan-brooklyn,4.0,"Nice place. A friend and I went here for dinner-- a year or so ago, I had passed by this place and it smelled delicious, so I finally decided to check it out. Against my heart, I ordered a mixed green salad. It was fairly inexpensive-- $7 or $8? I was not expecting a lot. And the restaurant smelled deliciously of meat and fish, so I was set on being disappointed. But holy wow, was I not disappointed. This salad was not only HUGE, but it had candied pecans that were ridiculously delicious, and amazingly creamy goat cheese. I have actually been craving this salad, that's how good it was. My friend got a salmon burger with some sweet potato fries-- also amazing. Both plates had huge portions and good flavor. My one qualm would be that it's a little dark, even with the TV screens on. It's a little loud too, but that's what's to be expected for the back of a pub. Definitely crowded, though. On a Friday night, there was a 15 minute wait-- which would be excellent for NYC, but I'm really not used to that in Bed Stuy. I guess it just shows the quality of the place.",203,0,0,No reference # The review solely describes the user's experience and doesn's mention other reviews or the platform itself.
139,139,3496779,2019-09-12,xIpi1akXN_zcBLKNm51wow,red-rooster-new-york-2,3.0,So underwhelming.  Came here on a Tuesday night with my roommates with reservations but still had to wait 15 mins upon arrival.<br><br>One of my roommates and I got the fried chicken for two and one got ribs.  The food was tasty and the service was great but for the price you pay I don&#39;t think the portions justifies it.  <br><br>Don&#39;t think I&#39;ll be back.,64,0,0,No reference # The review solely describes the personal experience and opinion about the restaurant without mentioning or referencing other reviews.
140,140,450567,2011-07-11,ieuN8q6ImGMu2MduJZewYw,grape-and-grain-new-york,5.0,I love this place.  Last time we had the ceviche with grapefruit and fennel and the chorizo in a poncho.  The food was fantastic!  I loved the wine my server recommended and it was a well-sized portion in an individual carafe.  It was a Thursday night and my date and I sat for quite a few hours without being rushed at all.  This is a new neighborhood favorite.,68,0,0,"No reference # The review solely describes the user's experience and preferences, without mentioning or referencing other reviews or the Yelp platform itself."
141,141,2106081,2016-02-04,hVHv9CUBdZVKMSO-oMVIXQ,barney-greengrass-new-york,5.0,This is a special old school deli/restaurant. Probably one of the best lox and bagel dish I have ever had. The white fish was delicious - it feels like it's 1956.  I highly recommend this place for breakfast or brunch. Yum!,41,0,0,No reference. # The review solely describes the reviewer's experience and doesn't mention or allude to other reviews or the Yelp platform itself.
142,142,669843,2012-06-20,nV340H_xSy7m7icIS6776A,russ-and-daughters-new-york,5.0,"I had the Fancy Delancey, which includes dill cream cheese, smoked thinly sliced tuna, and wasabi roe. While it's not the cheapest sandwich, it's absolutely reasonable for the quality of ingredients you're getting. The texture and pops of little roe eggs really knock the sandwich to another planet. However, the bagel for me was extremely mediocre. Dry, bready, and lacking in crust and chewy texture. I had a piece of herring for $3-4, which was really salty, but delicious like sushi. I would recommend eating it on bread or a cracker with cream sauce, anything to knock the saltiness down. This seems like a take out place though. I would buy bagels separately from place and then pick out your ingredients for sandwich making. I'm sure buying them individually is cheaper and gives you more food for sandwich making. Then just Frankenstein your own great bagel sandwich, slather on the cream cheese, top on your lox, sprinkle some roe, and enjoy.",161,0,0,"No reference # The review solely describes the reviewer's experience and offers suggestions for improving the meal, without mentioning or referencing other reviews or the platform itself."
143,143,3146241,2018-08-25,YrbuwfnrhEWM78bApehLmA,nine-thai-forest-hills,5.0,"My daughter and I like this restaurant. We ate dinner at this restaurant, and ordered Thai green salad, curry chicken. Food is delicious, service is good. We will be back soon.",31,0,0,No reference. # The review solely describes the personal experience and doesn't mention or refer to other reviews or ratings.
144,144,3108104,2018-07-20,Dn9WpnFkeoyd1Wb7h-oriA,tea-garden-tenafly,1.0,"Not good.<br>Food is not tasty.<br>We ordered run of the mill items and were let down in each and every item. Boneless ribs managed to be both fatty and dry. All other meat dishes were dry and bland. <br>Portion size is small for the price they charge.<br>Big let down, I don&#39;t usually go out of my way to review negatively but I will not be ordering from this place again.",69,0,0,No reference # The review solely describes the negative experience and doesn't mention or allude to other reviews or ratings.
145,145,1060168,2013-11-03,u4xPrZRRWXoDXBdwMDcj5A,elmo-new-york,4.0,"Went here today for the first time for brunch.  I had the eggs Benedict, and it was really good.  The portions are really generous for $10, and the waitstaff is very friendly.  Would definitely go back again to try the margaritas.",41,0,0,No reference # The review solely describes the user's experience and doesn't mention or refer to other reviews or the platform Yelp.
146,146,1164551,2014-02-22,3X-gE7-tQnhZGcxaqSRApw,bar-americain-new-york-2,3.0,"Bar Americain has become my go-to bar (in a formal dining room) any time I find myself in the Rockefeller Center area with friends. The cocktails (around $14) has artfully made. Service has always been impeccable. Americain fries and the grilled pizza hit the spot, although on may say that there is more than enough cheese on it. Can't wait to have an actual meal here, but for now - this quieter restaurant and its calm bar make this place a great spot to unwind and enjoy.",87,0,0,No reference. # The review solely describes the user's experience and doesn't mention or refer to other reviews or the Yelp platform itself.
147,147,722808,2012-09-01,Fbio_hP3XGglNvg2fIQzwg,saravana-bhavan-new-york-2,4.0,"Been here a couple of times and have found it as good as it is spicy, very both.  Good value too, especially once you start learning the menu.  Fun for the adventurous.  All vegetarian.  Not great service, but fairly fast.",40,0,0,No reference # The review describes the restaurant's qualities and service without mentioning or referencing other reviews.
148,148,1136479,2014-01-25,Ue0NWUgoRlOcVp5cdCX5Ig,underground-pizza-new-york,4.0,"Popped in for a quick lunch based upon the great reviews this place got on yelp. Thanks to the yelp community I had a great lunch. Tried the grandma slice and it was delish. These guys know how to move a crowded lunch line so nobody had to wait too long for their food. There is a nice seating area on the upper level too. I don't work too close to here, but I would come back.",77,1,1,"Reference to other reviews # explicitly mentions ""great reviews"" and thanks the ""yelp community"""
149,149,3203990,2018-10-29,wwYQQHrOlpAur4ThV2P-qQ,le-parisien-new-york,5.0,"I had an omelet with black coffee and it was fantastic.<br>Foods came pretty fast. The amount was enough for a brunch meal for woman. <br>The server was really nice and kept providing me with coffee when the cup looks empty. <br>Gaps between tables look somewhat narrow so it can be inconvenient when go through the gaps but for me, it was  not that uncomfortable. But you might be listening to the conversation at tables next to you.<br>Overall, I was definitely satisfied with Le Parisien.",84,0,0,"No reference. # The review solely describes the user's experience and observations during their visit, without mentioning or referencing other reviews or the Yelp platform itself."
150,150,1197387,2014-03-25,JLVPVfnpNbXNNtgNXnsLvQ,bosna-express-ridgewood,3.0,"The lamb/burger super flat patty between pita bread was pretty good for being boring. Didn't leave the best taste in my mouth after putting down $9 + tip. Not worth it and wouldn't recommend this place. It's no bigger that 100sq feet including the kitchen, which was the most charming thing about this place. You, as the customer, can do way better in this neighborhood.",65,0,0,No reference # The review solely describes the reviewer's experience and opinion without mentioning other reviews or Yelp itself.
151,151,1459279,2014-11-09,DRT-FcIa-ls1AqCX9e5Nvg,the-dubliner-new-york,3.0,"I came here for a work sponsored happy hour and networking event.  It is on Stone Street, and although most of FiDi is a wasteland after dark, this street is buzzing with activity - especially when it is warm out, as they put communal tables in the street.   The Dubliner is a decent Irish pub.  It isn't anything too special, but it is pretty spacious, lots of dark wood, very clean and is staffed by some friendly people.  It isn't fancy, but it is definitely not divey, either.  Our group had all sorts of appetizers and we all had a few drinks.  The service was very good and we were well taken care of by the server.",117,0,0,"No reference # The review solely describes the experience and ambiance of the pub, without mentioning or referencing other reviews or ratings."
152,152,989303,2013-08-15,geG7Sy5WGHSJFKJH_h22tQ,butterfield-8-new-york,1.0,"Giving a star for the fact the manager delivered our food. Poor food service. I had to call the manager for the status of our 1 hr wait for our food order. The lobster mac and cheese was cold. If i didn't, my group would have been waiting forever. Food: the only thing decent was the steak quesadilla. Everything else was salty or the salt settled at the bottom. ( lobster mac and cheese & tater tots) Drinks: the only thing that comes on time. The drinks are nothing to rave about. Never coming back again.",96,0,0,No reference. # The review solely describes the user's negative experience and doesn't mention or allude to other reviews or ratings.
153,153,1495424,2014-12-10,1ht9CX3xUzjyhwkHuW-hlQ,fifty-nyc-an-affinia-hotel-new-york-2,1.0,"Let me start by saying this is only 1 star because 0 stars is not allowed! From the horrible staff, to the poorly designed rooms to the slow old rickety elevators this place is not worth $50 a night let alone what you actually pay! We requested sheets and pillows for the fold out couch they were not brought up to us until almost midnight! We had check out luggage in early when we got back to the hot el to the room there were things that were missing the items were found but we were told that we had to come down and get them because they didn't have anyone to bring it up to us? The staff is so rude so un- accommodating the only good staff member we ran into was the doorman . Perhaps rest of the staff should be trained by him would never ever ever stay here again. Do yourself a favor save yourself aggravation I'm find a different hotel perhaps the Kimberly right down the street Phyllis and location much better treatment",179,0,0,"No reference. # The review describes a negative personal experience and compares it to another hotel (""Kimberly""). It doesn't reference other reviews or the review platform itself."
154,154,1907590,2015-09-23,X-Ff6z4yEl2M5sVhrjI_gw,jac-mao-staten-island-2,4.0,"Great service and amazing authentic Chinese food. Dumplings , scallion pancakes were on point. Sesame chicken was okay. Would be better if it was more crispy. Otherwise will def order again",31,0,0,No reference. # It solely describes the reviewer's experience with the food and doesn't mention or allude to other reviews or the Yelp platform.
155,155,2371045,2016-07-24,2hIYFHZcmEEzLeUG5BWCvg,chevys-fresh-mex-new-york-3,1.0,"Just walked 20 minutes to get to Chevy's in Time Square at 9:00 pm on a Sunday evening. The restaurant was less than half full, we were told by the hostess 5-10 minutes. 30 minutes later we left. No one else waiting and empty tables everywhere.  Won't ever go back.",50,0,0,No reference # The review solely describes a negative personal experience and doesn't mention or refer to any other reviews or Yelp itself.
156,156,266134,2010-07-10,EnH5DWRrlT3GhvY-eDNPYw,wave-thai-astoria,4.0,"Wave thai never disappoints- it's solid tasty thai food.  Having tried several thai restaurants in Astoria, this one is my favorite (close second is thai elephant).  It's great for delivery and for eat-in, the atmosphere is very cool and the music is good.  The dinner portions are generous and can be shared, and the lunch portions are just enough.  I like that they use real jasmine rice that is always nice and fluffy (I'm a white-rice fanatic).  The dishes that I have tried have been full of flavor and well executed- I would especially recommend their peanut curry.  Also, their spring rolls aren't greasy like other thai restaurants in the area.",111,0,0,"No reference # The review solely describes the user's experience and compares it to other restaurants (""thai elephant""). There's no mention of other reviews or the Yelp platform itself."
157,157,3024561,2018-05-03,I4s4BBB9X9KGzBmRsCHocg,pepes-place-new-rochelle,5.0,"Definitely on my top list of favorite foods. The Thai shrimp, Buffalo shrimp, the fish, Mac &amp;c cheese, yams and collars greens are to die for. I was told about this place through a coworker and I ordered the buffalo shrimp and fries and my friend ordered the Thai chili shrimp with the fish and fries, my friend is a picky eater and he LOVED  the food. They gave us samples of the mac and cheese, collars greens and yams I&#39;m not a fan of yams and collars greens but after eating that I am now. Highly recommended, will not have a bad experience the brothers are so sweet and welcoming. Very pleased and happy with their food and service.",120,0,0,"No reference # The review describes personal experience and mentions a recommendation from a coworker, not references to Yelp reviews."
158,158,725117,2012-09-04,qi0mv_LikvoK_hiNQOlUfA,tompkins-square-bagels-new-york,5.0,"Delicious bagels, friendly service.",4,0,0,No reference # solely describes the experience.
159,159,2412951,2016-10-18,16iyMh0Ycwo2CVPviw425g,the-bolivian-llama-party-manhattan,5.0,"I was in the area and decided to jump on the subway to get back to Times Square. I walked down to the station and I was surprised to find myself in the middle of the cutest subway station with restaurants and shops (later I found it&#39;s called The Turnstile). I quickly opened my Yelp app to see which eatery I would hit up since I was short on time. Bolivian Llama Party was at the top of the list. And with a name like that I certainly had to see it for myself. <br>I scanned through the reviews and knew I had to get the Saltena&#39;s. <br>Now, being latina, I am used to eating empanadas. These were completely different. <br>Yes, they are shaped the same and the concept is similar (a dough pocket filled with meat or cheese or veggies), but the taste completely blew my mind. I had the beef Saltena (the Beni): grass fed beef and aji panka. The filling was thick and soupy like a stew and had a sliver of egg inside as well. The flavors were delectable! Every bite I took I couldn&#39;t stop making an mmmmm sound! LOL The dough itself is also very different from an empanada. It had a slightly sweet taste almost like corn/sweet potatoe-y. <br>At $6 each i think it&#39;s pricey but it was more filling than usual. I can&#39;t wait to go back and try the other items on the menu. <br>Place is small, meant to be taken and eaten elsewhere. I love the decor on the ceilings and the instructions on the walls on how to properly eat one of these things!",275,1,1,Reference to other reviews # explicitly mentions scanning through the reviews
160,160,556758,2012-01-07,TZwKmfmbzevOtOoZhlZVxA,gigi-cafe-new-york-3,4.0,"""¡Poderes de los Gemelos Fantasticos, activense!"" If I were a chocolate babka, but also had powers like Zan and Jayna of the Wonder Twins I might say something like ""Form of a chocolate pretzel!"" or ""Shape of a chocolate pretzel!"" Then I would eat myself. Yeah, good like that.",49,0,0,"No reference # Mentions a nonsensical phrase and describes a hypothetical scenario, not referencing other reviews."
161,161,2856766,2017-11-25,VYU6vCGW72GgHAZhajjrbg,shake-shack-brooklyn,5.0,If you&#39;re looking for quick service you found it!<br>Even with the crowds and long lines the staff do a great job of getting people&#39;s orders down. <br><br>There&#39;s lots of room indoors and there is some outdoor seating as well. <br><br>I won&#39;t recommend coming here around the time school lets out lol. Could get a little crazy with all the school kids.,61,0,0,"No reference # The review describes the restaurant's service, atmosphere, and offers a recommendation based on personal observation, without mentioning other reviews or Yelp itself."
162,162,1857501,2015-08-21,S7F2GudBMZ7fNw9SMSqVyQ,ippudo-ny-new-york,1.0,Too salty.,2,0,0,No reference # describes own experience
163,163,753547,2012-10-17,75cdgmx6L9L_jn523K_X3Q,delmar-pizzeria-brooklyn,5.0,"GREAT PIZZAA....delivers to me even though im like a mile away. The regular slice is pretty great but I also love the white, veggie, vodka and buffalo chicken slice.",29,0,0,No reference # It's solely a description of the reviewer's experience with the pizza and doesn't mention or allude to other reviews or the platform Yelp.
164,164,3381243,2019-05-11,LYRRRjnRWdV2kud1wZsUNA,good-enough-to-eat-new-york,5.0,"Service here was incredible and our server, Erica, was great and attentive.  The French toast comes with a delicious strawberry whipper butter which was a perfect accompaniment.  The Omelets were delicious and came with biscuits (which is a nice change from the usual home fries).  The manager was super nice and friendly - gave us the table we wanted.<br><br>I would definitely come here again.",64,0,0,No reference # The review solely describes the user's experience and doesn't mention or allude to other reviews or Yelp itself.
165,165,2029054,2015-12-19,baI-1-bwAjtrY9fmn1Dp2g,tony-the-dragon-dragonas-new-york,5.0,"For the quality of meat and the quantity they give, this place is better than all other street meet I've had. I got the grilled chicken and ribeye combo platter, and though I'm not a big grilled chicken breast fan, the ribeye didn't disappoint me. Get the ribeye - trust me. The combo cost me $12 ($10 + $2 for the combo) and it was a lot of food. You can ask for a gyro platter too, even though it's not listed on the platter menu. I don't live around there, but I'll be back for that soon.",98,0,0,No reference # The review solely describes the user's experience and provides recommendations based on their personal taste. It doesn't mention or allude to other reviews.
166,166,1365342,2014-08-20,WjJebWB08sflRmVxmeYK7A,good-stuff-diner-new-york,5.0,"LATE NIGHT DELIVERY REVIEW: With a wonky sleep schedule due to going out a bit too much haha, we were still up around 4am & were starving. There were like 5 places on Seamless to order from & I was hesitant to order from any of them. It can be such a hit or miss thing that late a night, & it typically always ends up being a miss. I am SO happy we ordered from them though! Some of the best food I have gotten off Seamless my whole summer in NYC! First off, the food arrived within the time they estimated & on top of that, the packaging was the best I've seen. It was completely organized in the most efficient way & everything was set up so neat & the food was burning hot & fresh. I hate getting food delivered when everything is spilled, slimy, cold, or shoved in a bag with a drink leaking everywhere. It instantly makes me wanna not eat it. But this food was packaged and organized perfectly. The food itself was amazing. I got the Penne Alla Vodka & my friend got the grilled salmon with mashed potatoes. My other friend got the appetizer sampler which included chicken wings, mozzarella sticks, & potato skins. I tried the pasta obviously & the appetizer sampler & they were both delicious. The pasta was cooked well & there was the perfect amount of really flavorful sauce. The food in the appetizer tray was still crispy & crunchy & everything tasted amazing & I don't even really like chicken wings. I didn't try the salmon but it looked really good. The portions are also HUGE, so know that when you order! Overall it was a great experience & MAYBE I just got a miracle order, but I have placed another late night order here so I will see if it is just as good!",319,0,0,No reference. # The review describes a personal experience with the restaurant and doesn't mention other reviews or ratings.
167,167,317525,2010-11-06,SDytcPY5fiuuDbTkPE8GyA,malecon-restaurant-new-york-2,4.0,"I saw Ravi J's review and his reviews are spot on so I knew I had to go! More like 4 and a half stars. I have been to several locations of  Pollo Ala Brasa Mario , Flor De Mayo, several locations of Pio Pio and several others. In my opinion the chicken is better here ! This place has a different flavor. It is more Caribbean style. It is saltier than other places. I like salt so to me that's a plus!  It also has a cilantro based green sauce. The restaurant has a big menu along with desserts, shakes and a breakfast menu. They also have fish ,soups and salads. It is a full scale restaurant. The service is very accommodating. They also have a bar with beer and they have a beer special. It is 5 Presidente beers in an ice bucket for $10.00 The cafe con leche is delicious. The rice, desserts, and everything about the restaurant was spot on.  I didn't have mixed feelings. This place is great! It's been discovered it is pretty crowded.",180,1,1,"Reference to other reviews # explicitly mentions ""Ravi J's review"""
168,168,3634654,2020-03-05,KkHrtInM2cYYFGOMZ6Gm5g,cbar-and-lounge-jamaica,1.0,"To say what c bar is. The location is great right of j train and two bus routes. The staff that work there is something to be looked at and or said something of. One they are rude at time when you need a drink, or they are just out right nasty.they miss charge you for drinks and the food order they can&#39;t get it right. I got someone else order. The food is not all that good to begin with. Too much oil, to much fatty ness with curry and other fried dishes. <br>Now to the owner Charlie he was very rude to me and my friends that visited. Charlie is too ignorant about the people who visit this establishment at any time.<br>Be warned and This place. Not the best!<br><br>The review stays up!",134,0,0,"No reference # The review solely describes the user's negative experience with the establishment, focusing on the staff and food quality without referencing other reviews or ratings."
169,169,1760933,2015-06-22,amN5qyarPA1xsxayoxWNOA,the-rum-house-new-york,5.0,Marc at Rum House was completely amazing!!!! He was a perfect introduction to my first time being at the rum house.... He had great suggestions and was a great conversationalist! He made me feel right at home! Very enthusiastic individual! I'll be back soon to visit!!!! = ] (  not to mention he made the best cocktails!),57,0,0,No reference. # The review focuses solely on the server's excellent service and doesn't mention or allude to other reviews or Yelp itself.
170,170,84810,2008-11-03,L-5NjRMaE5KClXYJk8HVcA,gramercy-park-hotel-new-york,1.0,"roof club brunch: good company, horrible food. the concept of brunch here made me hesitant. i thought the food might be an afterthought... and it was. crab cake eggs benedict was like hardboiled eggs over english muffin with potatoes even a dousing of tabasco couldn't salvage. so julian schnabel did the design. big deal. hang on... let me go masturbate in the bathroom and snort a fat rail. i'd rather eat good food on thrift store sofas. eggs benedict + bloody mary = 60.00",84,0,1,"Reference to other reviews # The phrase ""thought the food might be an afterthought"" implies a reaction to existing reviews or expectations based on them."
171,171,3572679,2019-12-15,pCd7kRnLu3awg58ddv2rAQ,obicà-mozzarella-bar-pizza-e-cucina-new-york-3,3.0,"The place looks amazing , atmosphere is nothing less than perfect .<br>Food is just ok <br>Bread was old and dry , pasta was ok , nothing more .",28,0,0,No reference. # The review solely describes the user's experience and doesn't mention other reviews or Yelp.
172,172,1659041,2015-04-11,A8elqM2UfXFvZjzb8MRduQ,miss-mamies-spoonbread-too-new-york,1.0,"Well, where to begin.. EVERYTHING takes forever.. so come hungry only if you want to starve.  Ordered sweet potatoes pie to go, just a slice, didn't require heating.  Well 10 minutes later we were still waiting.  Only effort required... put it in a box and take my money! If you want your food the same day, come the day before!",60,0,0,No reference # The review solely describes a negative experience and doesn't mention or allude to other reviews or the Yelp platform itself.
173,173,1572048,2015-02-07,7jJnys4bOtxAUHyqajpRxw,raku-its-japanese-ii-new-york-2,2.0,"It breaks my heart to write this review, but I can only give this place two stars.  This was my go-to place for sushi in the UWS.  Fast, friendly, both dining in and delivery, I had such great experiences for the last year or so.  I'm not even a massive sushi fan, but here it was always fresh and delicious, and their hot meals (teriyaki chicken, yummm) were great too.  But something seems to have changed in the last few months.  Two out of the last three times I was here, the sushi has smelled fishy.  The first time we didn't say anything, we just didn't eat it all, thinking it was a fluke (no pun intended...).  This last time, even as the waitress was setting the plate on the table, we both just looked at each other, as we were overwhelmed by a fishy smell.  We tried one piece and asked the waitress to take it back.  We got another roll to replace it, which was ok, but by then we didn't really have an appetite for it anymore.  When we got the check, the first two rolls we sent back were on it, the replacement was not.  That didn't really make sense to me, but by that point we had already seemed to have confused the waitress enough and I didn't want to cause more of a fuss, so we just paid the bill and left.  It makes me sad to say, we won't be back.",248,0,0,"No reference. The review describes a personal experience and disappointment with the restaurant, without mentioning or referencing other reviews or the Yelp platform itself."
174,174,192589,2010-01-03,dZVlVdmJpXxHvRvSS53RNQ,brooklyn-bowl-brooklyn,2.0,"This place is awesome. If it weren't for the attitudes of the staff, they would have scored much higher. We went on a Saturday Night with a group of 8 to celebrate my wife's birthday. I had called to inquire about the cover for a Saturday night, and was told at 6pm they didn't charge one. 6pm we show up, and its 5 bucks at the door. Not the biggest deal, but hey, I'm not here to see this cover band, so whatever. We signed up on both the bowling and the dining list. Staring down a 3 hour wait for food, and 4 for bowling, we started off right with a whole bunch of beers. After 3.5 hours, I went to check with the Host to see where my spot in line was. She said they had called me and I didn't answer, so I had been scratched off. The way it works is, you give your cell number, and they call. Guess what? My phone shows no missed calls.  We finally get seated, and let me say, the food is incredible. We got a healthy ( not meaning its good for you) cross section of their offerings. everything was amazing. 4 stars for food, hands down. The server brought the check, and basically told us to take a hike, they needed the table. I didn't mind so much. Clearly there is was wait. Next we wait around for another hour or so for a lane. We finally get one, and bowling commences. The lanes here are great. Perfect amount of slide. Fast resets. It really has everything going for it. 1.5 hours into our 2 hour maximum allowed time, we're told we need to start wrapping it up. WTF? There is still time on the clock. Long story short, Brooklyn Bowl has a lot going for it, but the staff really don't make me thrilled to come back. I will. Maybe next time it'll be better. .",329,0,0,No reference. # The review describes a personal experience and doesn't mention or refer to other reviews or the platform itself.
175,175,3647450,2020-04-25,3jjeTCPsgTWAV0wPlTfz2g,ginger-and-lemongrass-whitestone,1.0,"The food is always good but the order is almost always wrong. Whether you eat in the restaurant or order takeout, the order is always wrong and you don&#39;t get what you ordered",33,0,0,"No reference # The review solely describes a consistent problem with orders, focusing on the reviewer's experience without mentioning or referencing other reviews."
176,176,2629498,2017-04-30,NesvWzHYMhXycSCtZWSz0A,off-the-hook-raw-bar-and-grill-astoria,5.0,"This a casual seafood place with a great atmosphere and excellent food! Drink menu had plenty of variety &amp; there was a serious rum menu. My wife and I went here for her birthday and we both really enjoyed it. We shared lobster Mac &amp; cheese, baked bay scallops, sautéed string beans and Fish &amp; chips. The food was very fine and high quality. There is a nice little outdoor area that we highly recommend. We will definitely be back!",80,0,0,"No reference. # The review solely describes the personal experience and the quality of the food and atmosphere, without referencing other reviews or the Yelp platform itself."
177,177,674090,2012-06-27,hj82tAHaDXSUdusSm-3hdA,bagatelle-new-york-2,2.0,I hate loud noisy places especially when they're expensive..,9,0,0,No reference # describes personal preferences and doesn't mention other reviews or Yelp.
178,178,1942546,2015-10-18,uCwWsAJfB-YrcSXcbl8t0g,hatsuhana-sushi-restaurant-new-york,5.0,The box of dreams is really nice. Very fresh.,9,0,0,"No reference # It's a description of the restaurant's atmosphere, not referencing other reviews."
179,179,1951593,2015-10-24,F1AA5Z5AaseEOGTMtKdBNA,justinos-pizzeria-staten-island,4.0,"I order from Justino's at least once a month.  The food is great and the delivery is fast! Their grandma pie my and eggplant wraps are my favorite's. If something that you want isn't on the menu, just ask and they'll accommodate you, which is awesome. I'd skip the zucchini sticks and mozzarella sticks though, they're generic and bland.",59,0,0,No reference # The review solely describes the user's experience and preferences regarding the food and delivery. It doesn't mention or allude to other reviews or the Yelp platform itself.
